Date,Open,High,Low,Close,Volume,Trades,Price,Adj Close
2022-02-28 06:08:26,0.18077,0.19813,0.17709,0.19739,0.0,0,0.19739,0.19739
2022-03-01 06:08:26,0.19738,0.20288,0.19252,0.19867,0.0,0,0.19867,0.19867
2022-03-02 06:08:26,0.19869,0.19933,0.19105,0.19329,0.0,0,0.19329,0.19329
2022-03-03 06:08:26,0.1933,0.19503,0.18444,0.18765,0.0,0,0.18765,0.18765
2022-03-04 06:08:26,0.18763,0.18861,0.17334,0.17581,0.0,0,0.17581,0.17581
2022-03-05 06:08:26,0.17581,0.18053,0.1712,0.18016,0.0,0,0.18016,0.18016
2022-03-06 06:08:26,0.18012,0.18138,0.17165,0.17262,0.0,0,0.17262,0.17262
2022-03-07 06:08:26,0.17263,0.17854,0.16633,0.16954,0.0,0,0.16954,0.16954
2022-03-08 06:08:26,0.16953,0.17407,0.16784,0.17299,0.0,0,0.17299,0.17299
2022-03-09 06:08:26,0.173,0.19018,0.17207,0.18864,0.0,0,0.18864,0.18864
2022-03-10 06:08:26,0.18861,0.19165,0.1725,0.1784,0.0,0,0.1784,0.1784
2022-03-11 06:08:26,0.1784,0.18551,0.1723,0.18338,0.0,0,0.18338,0.18338
2022-03-12 06:08:26,0.18335,0.19,0.18184,0.18488,0.0,0,0.18488,0.18488
2022-03-13 06:08:26,0.18489,0.18887,0.17551,0.17627,0.0,0,0.17627,0.17627
2022-03-14 05:08:26,0.17622,0.18092,0.17306,0.17986,0.0,0,0.17986,0.17986
2022-03-15 05:08:26,0.17988,0.18368,0.1756,0.18244,0.0,0,0.18244,0.18244
2022-03-16 05:08:26,0.18245,0.18964,0.18038,0.18919,0.0,0,0.18919,0.18919
2022-03-17 05:08:26,0.18914,0.19146,0.18502,0.18947,0.0,0,0.18947,0.18947
2022-03-18 05:08:26,0.18945,0.19361,0.185,0.19267,0.0,0,0.19267,0.19267
2022-03-19 05:08:26,0.19272,0.2007,0.19042,0.20033,0.0,0,0.20033,0.20033
2022-03-20 05:08:26,0.20032,0.20213,0.19167,0.19714,0.0,0,0.19714,0.19714
2022-03-21 05:08:26,0.19722,0.20419,0.1923,0.20357,0.0,0,0.20357,0.20357
2022-03-22 05:08:26,0.20357,0.21306,0.20132,0.20676,0.0,0,0.20676,0.20676
2022-03-23 05:08:26,0.20676,0.2115,0.20415,0.20933,0.0,0,0.20933,0.20933
2022-03-24 05:08:26,0.20936,0.21664,0.20616,0.21481,0.0,0,0.21481,0.21481
2022-03-25 05:08:26,0.21482,0.22066,0.21,0.21102,0.0,0,0.21102,0.21102
2022-03-26 05:08:26,0.21097,0.2156,0.20884,0.21551,0.0,0,0.21551,0.21551
2022-03-27 05:08:26,0.2155,0.23136,0.21425,0.22962,0.0,0,0.22962,0.22962
2022-03-28 05:08:26,0.22962,0.24113,0.22775,0.22951,0.0,0,0.22951,0.22951
2022-03-29 05:08:26,0.22961,0.23967,0.2286,0.23315,0.0,0,0.23315,0.23315
2022-03-30 05:08:26,0.2331,0.23763,0.226,0.23473,0.0,0,0.23473,0.23473
2022-03-31 05:08:26,0.23473,0.2414,0.226,0.22841,0.0,0,0.22841,0.22841
2022-04-01 05:08:26,0.22842,0.23276,0.22087,0.23254,0.0,0,0.23254,0.23254
2022-04-02 05:08:26,0.23254,0.23751,0.23012,0.23321,0.0,0,0.23321,0.23321
2022-04-03 05:08:26,0.23322,0.2384,0.23017,0.23708,0.0,0,0.23708,0.23708
2022-04-04 05:08:26,0.23708,0.23715,0.22624,0.23191,0.0,0,0.23191,0.23191
2022-04-05 05:08:26,0.23188,0.23413,0.22387,0.22483,0.0,0,0.22483,0.22483
2022-04-06 05:08:26,0.22482,0.22535,0.20187,0.20303,0.0,0,0.20303,0.20303
2022-04-07 05:08:26,0.203,0.21464,0.2003,0.21248,0.0,0,0.21248,0.21248
2022-04-08 05:08:26,0.21239,0.21371,0.19978,0.20187,0.0,0,0.20187,0.20187
2022-04-09 05:08:26,0.20183,0.20607,0.20025,0.20472,0.0,0,0.20472,0.20472
2022-04-10 05:08:26,0.20476,0.20771,0.19968,0.20014,0.0,0,0.20014,0.20014
2022-04-11 05:08:26,0.20015,0.20097,0.18512,0.18648,0.0,0,0.18648,0.18648
2022-04-12 05:08:26,0.18647,0.1937,0.18552,0.1924,0.0,0,0.1924,0.1924
2022-04-13 05:08:26,0.1924,0.19711,0.19039,0.19643,0.0,0,0.19643,0.19643
2022-04-14 05:08:26,0.1964,0.19944,0.19128,0.19381,0.0,0,0.19381,0.19381
2022-04-15 05:08:26,0.19382,0.21199,0.19241,0.20411,0.0,0,0.20411,0.20411
2022-04-16 05:08:26,0.20415,0.2077,0.2017,0.20516,0.0,0,0.20516,0.20516
2022-04-17 05:08:26,0.20517,0.20692,0.19602,0.19642,0.0,0,0.19642,0.19642
2022-04-18 05:08:26,0.1964,0.20627,0.18915,0.20486,0.0,0,0.20486,0.20486
2022-04-19 05:08:26,0.20488,0.20587,0.2,0.2038,0.0,0,0.2038,0.2038
2022-04-20 05:08:26,0.2038,0.20767,0.19928,0.20022,0.0,0,0.20022,0.20022
2022-04-21 05:08:26,0.20021,0.20424,0.19316,0.19626,0.0,0,0.19626,0.19626
2022-04-22 05:08:26,0.19627,0.19822,0.19358,0.19529,0.0,0,0.19529,0.19529
2022-04-23 05:08:26,0.1953,0.19746,0.19046,0.1912,0.0,0,0.1912,0.1912
2022-04-24 05:08:26,0.1912,0.19381,0.18865,0.18945,0.0,0,0.18945,0.18945
2022-04-25 05:08:26,0.18944,0.19316,0.17857,0.19202,0.0,0,0.19202,0.19202
2022-04-26 05:08:26,0.19202,0.19254,0.17736,0.1802,0.0,0,0.1802,0.1802
2022-04-27 05:08:26,0.18021,0.18685,0.17931,0.1841,0.0,0,0.1841,0.1841
2022-04-28 05:08:26,0.1841,0.18861,0.1824,0.18568,0.0,0,0.18568,0.18568
2022-04-29 05:08:26,0.18568,0.18794,0.17579,0.17779,0.0,0,0.17779,0.17779
2022-04-30 05:08:26,0.17779,0.18134,0.16641,0.16877,0.0,0,0.16877,0.16877
2022-05-01 05:08:26,0.16875,0.17668,0.16775,0.17549,0.0,0,0.17549,0.17549
2022-05-02 05:08:26,0.17538,0.17768,0.17024,0.17338,0.0,0,0.17338,0.17338
2022-05-03 05:08:26,0.17338,0.17725,0.16935,0.17176,0.0,0,0.17176,0.17176
2022-05-04 05:08:26,0.17177,0.18497,0.17132,0.18463,0.0,0,0.18463,0.18463
2022-05-05 05:08:26,0.1846,0.18753,0.16665,0.17086,0.0,0,0.17086,0.17086
2022-05-06 05:08:26,0.17085,0.17277,0.16434,0.17135,0.0,0,0.17135,0.17135
2022-05-07 05:08:26,0.17134,0.17337,0.16448,0.16733,0.0,0,0.16733,0.16733
2022-05-08 05:08:26,0.16733,0.1681,0.15949,0.16151,0.0,0,0.16151,0.16151
2022-05-09 05:08:26,0.16153,0.16504,0.13853,0.14021,0.0,0,0.14021,0.14021
2022-05-10 05:08:26,0.14039,0.15617,0.13593,0.14824,0.0,0,0.14824,0.14824
2022-05-11 05:08:26,0.14823,0.1511,0.117,0.12617,0.0,0,0.12617,0.12617
2022-05-12 05:08:26,0.12613,0.13085,0.10404,0.12051,0.0,0,0.12051,0.12051
2022-05-13 05:08:26,0.12053,0.13979,0.11961,0.13209,0.0,0,0.13209,0.13209
2022-05-14 05:08:26,0.13211,0.1403,0.12718,0.13805,0.0,0,0.13805,0.13805
2022-05-15 05:08:26,0.13805,0.14526,0.13388,0.1451,0.0,0,0.1451,0.1451
2022-05-16 05:08:26,0.14502,0.1451,0.1335,0.13631,0.0,0,0.13631,0.13631
2022-05-17 05:08:26,0.13632,0.14225,0.13346,0.14158,0.0,0,0.14158,0.14158
2022-05-18 05:08:26,0.14159,0.14313,0.12717,0.12755,0.0,0,0.12755,0.12755
2022-05-19 05:08:26,0.12762,0.13368,0.12273,0.13057,0.0,0,0.13057,0.13057
2022-05-20 05:08:26,0.13059,0.13414,0.12432,0.1262,0.0,0,0.1262,0.1262
2022-05-21 05:08:26,0.1262,0.13129,0.12334,0.13056,0.0,0,0.13056,0.13056
2022-05-22 05:08:26,0.13057,0.13671,0.12988,0.13544,0.0,0,0.13544,0.13544
2022-05-23 05:08:26,0.13542,0.13835,0.12775,0.12876,0.0,0,0.12876,0.12876
2022-05-24 05:08:26,0.12875,0.13327,0.12399,0.13292,0.0,0,0.13292,0.13292
2022-05-25 05:08:26,0.13293,0.13448,0.12815,0.13215,0.0,0,0.13215,0.13215
2022-05-26 05:08:26,0.13215,0.13383,0.12045,0.12412,0.0,0,0.12412,0.12412
2022-05-27 05:08:26,0.12409,0.12484,0.11834,0.12035,0.0,0,0.12035,0.12035
2022-05-28 05:08:26,0.12035,0.12368,0.1194,0.12259,0.0,0,0.12259,0.12259
2022-05-29 05:08:26,0.12259,0.13136,0.12153,0.13094,0.0,0,0.13094,0.13094
2022-05-30 05:08:26,0.13095,0.14379,0.13066,0.14349,0.0,0,0.14349,0.14349
2022-05-31 05:08:26,0.14346,0.15392,0.141,0.15054,0.0,0,0.15054,0.15054
2022-06-01 05:08:26,0.15054,0.15083,0.133,0.13694,0.0,0,0.13694,0.13694
2022-06-02 05:08:26,0.13693,0.14402,0.13472,0.1429,0.0,0,0.1429,0.1429
2022-06-03 05:08:26,0.14291,0.15097,0.13935,0.14602,0.0,0,0.14602,0.14602
2022-06-04 05:08:26,0.14602,0.14748,0.14029,0.14336,0.0,0,0.14336,0.14336
2022-06-05 05:08:26,0.14337,0.14764,0.1409,0.14338,0.0,0,0.14338,0.14338
2022-06-06 05:08:26,0.14337,0.15061,0.14205,0.14486,0.0,0,0.14486,0.14486
2022-06-07 05:08:26,0.14486,0.14538,0.13421,0.14024,0.0,0,0.14024,0.14024
2022-06-08 05:08:26,0.14029,0.14392,0.13586,0.13997,0.0,0,0.13997,0.13997
2022-06-09 05:08:26,0.13997,0.14251,0.13813,0.13976,0.0,0,0.13976,0.13976
2022-06-10 05:08:26,0.13976,0.14106,0.13156,0.13297,0.0,0,0.13297,0.13297
2022-06-11 05:08:26,0.13299,0.13567,0.12226,0.12523,0.0,0,0.12523,0.12523
2022-06-12 05:08:26,0.12525,0.12688,0.1173,0.11841,0.0,0,0.11841,0.11841
2022-06-13 05:08:26,0.11838,0.11909,0.10333,0.10665,0.0,0,0.10665,0.10665
2022-06-14 05:08:26,0.10665,0.11517,0.1,0.11271,0.0,0,0.11271,0.11271
2022-06-15 05:08:26,0.11269,0.12215,0.10375,0.12098,0.0,0,0.12098,0.12098
2022-06-16 05:08:26,0.12098,0.12297,0.10662,0.10908,0.0,0,0.10908,0.10908
2022-06-17 05:08:26,0.1091,0.11662,0.10682,0.11177,0.0,0,0.11177,0.11177
2022-06-18 05:08:26,0.11178,0.11344,0.10002,0.10752,0.0,0,0.10752,0.10752
2022-06-19 05:08:26,0.10752,0.11663,0.10413,0.11474,0.0,0,0.11474,0.11474
2022-06-20 05:08:26,0.11473,0.11795,0.11002,0.11289,0.0,0,0.11289,0.11289
