Date,Open,High,Low,Close,Volume,Price,Adj Close
2024-04-21 07:40:49,5.6221,5.8944,5.3618,5.5336,1417102.1,5.5336,5.5336
2024-04-22 07:40:49,5.532,5.6903,5.4302,5.6011,1565577.9,5.6011,5.6011
2024-04-23 07:40:49,5.6017,6.1685,5.3189,5.4007,2646570.2,5.4007,5.4007
2024-04-24 07:40:49,5.397,5.5817,4.8557,4.9215,2084192.3,4.9215,4.9215
2024-04-25 07:40:49,4.9226,5.1506,4.651,4.8733,3058642.6,4.8733,4.8733
2024-04-26 07:40:49,4.8688,4.8966,4.597,4.7005,1837338.7,4.7005,4.7005
2024-04-27 07:40:49,4.7056,4.9436,4.3112,4.8719,2256513.5,4.8719,4.8719
2024-04-28 07:40:49,4.875,5.031,4.6731,4.7092,1407187.8,4.7092,4.7092
2024-04-29 07:40:49,4.7052,4.795,4.508,4.7301,1605530.0,4.7301,4.7301
2024-04-30 07:40:49,4.7359,4.8502,4.2717,4.5332,2849584.0,4.5332,4.5332
2024-05-01 07:40:49,4.5343,4.6842,4.1843,4.6551,3052935.5,4.6551,4.6551
2024-05-02 07:40:49,4.6412,4.7493,4.4153,4.6073,1130485.4,4.6073,4.6073
2024-05-03 07:40:49,4.6016,5.2235,4.5643,5.1312,2215518.9,5.1312,5.1312
2024-05-04 07:40:49,5.1343,5.2677,5.0327,5.0878,1037514.6,5.0878,5.0878
2024-05-05 07:40:49,5.0868,5.8505,4.9299,5.7458,1788775.9,5.7458,5.7458
2024-05-06 07:40:49,5.7497,6.532,5.7232,6.0024,2928765.2,6.0024,6.0024
2024-05-07 07:40:49,6.0034,6.3125,5.8087,5.9059,2557450.7,5.9059,5.9059
2024-05-08 07:40:49,5.9015,5.9576,5.2116,5.3684,1850603.0,5.3684,5.3684
2024-05-09 07:40:49,5.3677,5.7728,5.3483,5.6305,1915341.4,5.6305,5.6305
2024-05-10 07:40:49,5.6304,6.0937,5.3558,5.4629,1936300.1,5.4629,5.4629
2024-05-11 07:40:49,5.4638,6.0674,5.4516,5.7884,1405111.8,5.7884,5.7884
2024-05-12 07:40:49,5.7876,6.062,5.7445,5.9517,746212.4,5.9517,5.9517
2024-05-13 07:40:49,5.9548,6.3278,5.3889,5.6345,4505104.2,5.6345,5.6345
2024-05-14 07:40:49,5.637,5.6669,4.607,4.7658,3321969.4,4.7658,4.7658
2024-05-15 07:40:49,4.7701,5.1565,4.6697,5.0814,2952791.4,5.0814,5.0814
2024-05-16 07:40:49,5.0798,5.1161,4.6429,4.8397,1168397.0,4.8397,4.8397
2024-05-17 07:40:49,4.8455,5.0796,4.8097,4.9012,951217.1,4.9012,4.9012
2024-05-18 07:40:49,4.8959,5.0786,4.8079,4.9748,788026.0,4.9748,4.9748
2024-05-19 07:40:49,4.9753,5.0122,4.6546,4.6942,869937.5,4.6942,4.6942
2024-05-20 07:40:49,4.6942,5.0944,4.6384,5.0635,2308638.9,5.0635,5.0635
2024-05-21 07:40:49,5.0714,5.2391,4.9302,5.0972,2497585.7,5.0972,5.0972
2024-05-22 07:40:49,5.0959,5.2634,4.9071,4.9717,2827579.7,4.9717,4.9717
2024-05-23 07:40:49,4.9689,5.0136,4.4001,4.6904,3003651.8,4.6904,4.6904
2024-05-24 07:40:49,4.693,4.7622,4.4692,4.5865,1072606.5,4.5865,4.5865
2024-05-25 07:40:49,4.5864,4.8147,4.5723,4.7118,473307.2,4.7118,4.7118
2024-05-26 07:40:49,4.7117,4.7405,4.486,4.534,562384.3,4.534,4.534
2024-05-27 07:40:49,4.5318,4.8735,4.5073,4.8071,1302280.1,4.8071,4.8071
2024-05-28 07:40:49,4.8053,4.8053,4.5448,4.6685,1538130.3,4.6685,4.6685
2024-05-29 07:40:49,4.6689,5.0242,4.6562,4.9337,2150947.5,4.9337,4.9337
2024-05-30 07:40:49,4.9332,5.1872,4.6915,4.9382,2334299.7,4.9382,4.9382
2024-05-31 07:40:49,4.9362,4.9709,4.7131,4.8405,854068.4,4.8405,4.8405
2024-06-01 07:40:49,4.8403,4.9389,4.7639,4.7941,429079.6,4.7941,4.7941
2024-06-02 07:40:49,4.7958,4.8597,4.5984,4.6816,534830.8,4.6816,4.6816
2024-06-03 07:40:49,4.678,4.873,4.6215,4.806,836627.9,4.806,4.806
2024-06-04 07:40:49,4.8076,4.8969,4.6864,4.8294,889516.3,4.8294,4.8294
2024-06-05 07:40:49,4.8249,5.1297,4.7878,4.9363,1079236.1,4.9363,4.9363
2024-06-06 07:40:49,4.9343,5.0871,4.7404,4.8148,918218.1,4.8148,4.8148
2024-06-07 07:40:49,4.8129,4.97,3.8478,4.4189,2177466.0,4.4189,4.4189
2024-06-08 07:40:49,4.405,4.5044,4.1631,4.2448,1192512.9,4.2448,4.2448
2024-06-09 07:40:49,4.2438,4.3122,4.1859,4.2416,590694.7,4.2416,4.2416
2024-06-10 07:40:49,4.241,4.4079,3.9839,4.0614,2430908.2,4.0614,4.0614
2024-06-11 07:40:49,4.0627,4.1066,3.7068,3.8019,3075198.2,3.8019,3.8019
2024-06-12 07:40:49,3.8074,4.1016,3.635,3.8659,2126308.9,3.8659,3.8659
2024-06-13 07:40:49,3.8585,3.8953,3.6061,3.6391,1484272.6,3.6391,3.6391
2024-06-14 07:40:49,3.6428,3.7311,3.264,3.4293,2155118.5,3.4293,3.4293
2024-06-15 07:40:49,3.4307,3.5074,3.3636,3.386,672560.0,3.386,3.386
2024-06-16 07:40:49,3.3815,3.5031,3.2801,3.4534,1014900.7,3.4534,3.4534
2024-06-17 07:40:49,3.4469,3.49,2.973,3.0246,2634128.4,3.0246,3.0246
2024-06-18 07:40:49,3.0282,3.0365,2.491,2.8241,5322634.2,2.8241,2.8241
2024-06-19 07:40:49,2.8206,2.9154,2.7457,2.7968,2189100.9,2.7968,2.7968
2024-06-20 07:40:49,2.7893,3.1904,2.7611,3.0317,5593912.6,3.0317,3.0317
2024-06-21 07:40:49,3.0351,3.1346,2.9592,2.9784,4239692.8,2.9784,2.9784
2024-06-22 07:40:49,2.9785,3.0721,2.9067,2.9361,1742415.4,2.9361,2.9361
2024-06-23 07:40:49,2.9354,3.028,2.8,2.8178,1113552.5,2.8178,2.8178
2024-06-24 07:40:49,2.8177,2.9226,2.6441,2.9016,2582815.9,2.9016,2.9016
2024-06-25 07:40:49,2.9008,2.9959,2.8297,2.8481,1028305.1,2.8481,2.8481
2024-06-26 07:40:49,2.8488,2.9336,2.7211,2.7798,1977939.6,2.7798,2.7798
2024-06-27 07:40:49,2.7799,2.8363,2.6932,2.7849,1043402.6,2.7849,2.7849
2024-06-28 07:40:49,2.7856,2.8667,2.6522,2.6725,1513416.5,2.6725,2.6725
2024-06-29 07:40:49,2.6732,2.771,2.5512,2.5585,654049.6,2.5585,2.5585
2024-06-30 07:40:49,2.5573,2.58,2.3281,2.4658,2002988.9,2.4658,2.4658
2024-07-01 07:40:49,2.4681,2.5001,2.2345,2.2785,4983082.0,2.2785,2.2785
2024-07-02 07:40:49,2.276,2.4246,2.2392,2.2747,3709727.3,2.2747,2.2747
2024-07-03 07:40:49,2.275,2.5527,2.149,2.2831,6194235.2,2.2831,2.2831
2024-07-04 07:40:49,2.284,2.3922,2.0623,2.0874,8832775.5,2.0874,2.0874
2024-07-05 07:40:49,2.0883,2.0883,1.7609,1.8264,9129603.5,1.8264,1.8264
2024-07-06 07:40:49,1.8262,2.0362,1.7602,2.0056,4910697.6,2.0056,2.0056
2024-07-07 07:40:49,2.0032,2.0057,1.8385,1.8756,3844032.1,1.8756,1.8756
2024-07-08 07:40:49,1.8778,1.9572,1.7818,1.8216,6009326.4,1.8216,1.8216
2024-07-09 07:40:49,1.8182,1.9283,1.7989,1.9246,3195605.2,1.9246,1.9246
2024-07-10 07:40:49,1.9237,2.0745,1.8435,1.9508,6834786.2,1.9508,1.9508
2024-07-11 07:40:49,1.9467,2.0017,1.7611,1.7881,6024677.4,1.7881,1.7881
2024-07-12 07:40:49,1.7884,1.8282,1.7261,1.7816,5906712.0,1.7816,1.7816
2024-07-13 07:40:49,1.7814,1.868,1.7718,1.8233,2361512.7,1.8233,1.8233
2024-07-14 07:40:49,1.8232,1.8751,1.7995,1.8567,2466180.9,1.8567,1.8567
2024-07-15 07:40:49,1.8579,2.3714,1.8546,2.337,8569292.2,2.337,2.337
2024-07-16 07:40:49,2.3367,2.8714,2.106,2.8181,16323515.4,2.8181,2.8181
2024-07-17 07:40:49,2.8155,3.24,2.7353,2.9453,15483131.8,2.9453,2.9453
2024-07-18 07:40:49,2.946,2.9854,2.5691,2.648,7501477.7,2.648,2.648
2024-07-19 07:40:49,2.6399,2.9185,2.5224,2.7644,7627458.5,2.7644,2.7644
2024-07-20 07:40:49,2.767,2.8061,2.5433,2.639,2777472.1,2.639,2.639
2024-07-21 07:40:49,2.6397,2.6628,2.3771,2.5682,4717004.7,2.5682,2.5682
2024-07-22 07:40:49,2.57,2.632,2.2581,2.269,3803363.6,2.269,2.269
2024-07-23 07:40:49,2.269,2.371,2.1484,2.177,5619276.8,2.177,2.177
2024-07-24 07:40:49,2.1747,2.346,2.1397,2.205,4388414.0,2.205,2.205
2024-07-25 07:40:49,2.2031,2.2401,2.0093,2.1134,3778704.1,2.1134,2.1134
2024-07-26 07:40:49,2.1141,2.4544,2.11,2.3584,4856073.5,2.3584,2.3584
2024-07-27 07:40:49,2.3568,2.4726,2.2973,2.3284,5147534.3,2.3284,2.3284
2024-07-28 07:40:49,2.3284,2.3977,2.2419,2.3469,2657366.0,2.3469,2.3469
2024-07-29 07:40:49,2.3463,2.4314,2.2592,2.2815,3355244.0,2.2815,2.2815
2024-07-30 07:40:49,2.28,2.3153,2.1337,2.1916,3172585.9,2.1916,2.1916
2024-07-31 07:40:49,2.1899,2.2376,2.0934,2.1042,2983582.4,2.1042,2.1042
2024-08-01 07:40:49,2.1046,2.1433,1.9022,2.0789,4635059.2,2.0789,2.0789
2024-08-02 07:40:49,2.0802,2.1059,1.8716,1.8972,4685732.6,1.8972,1.8972
2024-08-03 07:40:49,1.8934,1.9145,1.6928,1.7418,3627742.0,1.7418,1.7418
2024-08-04 07:40:49,1.741,1.7754,1.5541,1.6382,4765853.1,1.6382,1.6382
2024-08-05 07:40:49,1.6383,1.6762,1.3459,1.5765,21471949.1,1.5765,1.5765
2024-08-06 07:40:49,1.5764,1.7545,1.5724,1.6466,6191448.8,1.6466,1.6466
2024-08-07 07:40:49,1.6454,1.7136,1.5282,1.544,5948021.9,1.544,1.544
2024-08-08 07:40:49,1.5487,1.8653,1.5193,1.8509,6701701.0,1.8509,1.8509
2024-08-09 07:40:49,1.8518,1.888,1.6894,1.7432,4273157.1,1.7432,1.7432
2024-08-10 07:40:49,1.7437,1.7928,1.7087,1.7544,1600014.3,1.7544,1.7544
2024-08-11 07:40:49,1.7527,1.8343,1.589,1.6007,3668845.4,1.6007,1.6007
2024-08-12 07:40:49,1.6003,1.7466,1.5959,1.7004,5821617.7,1.7004,1.7004
2024-08-13 07:40:49,1.7006,1.7098,1.6272,1.6708,2053907.3,1.6708,1.6708
2024-08-14 07:40:49,1.6704,1.6945,1.5618,1.5901,2648267.1,1.5901,1.5901
2024-08-15 07:40:49,1.5905,1.6071,1.4572,1.4919,4712162.1,1.4919,1.4919
2024-08-16 07:40:49,1.4927,1.5271,1.4306,1.4715,4590989.2,1.4715,1.4715
2024-08-17 07:40:49,1.4699,1.513,1.4568,1.5042,1686196.9,1.5042,1.5042
2024-08-18 07:40:49,1.505,1.5805,1.4811,1.5125,2311843.1,1.5125,1.5125
2024-08-19 07:40:49,1.5117,1.5475,1.4168,1.5309,4141681.1,1.5309,1.5309
2024-08-20 07:40:49,1.5315,1.5973,1.5097,1.5223,4914920.2,1.5223,1.5223
2024-08-21 07:40:49,1.5217,1.5927,1.4752,1.5703,5200484.6,1.5703,1.5703
2024-08-22 07:40:49,1.571,1.6654,1.5521,1.6319,3668341.5,1.6319,1.6319
2024-08-23 07:40:49,1.6321,1.8776,1.6319,1.8445,5290625.2,1.8445,1.8445
2024-08-24 07:40:49,1.8458,1.976,1.8258,1.9127,2808008.0,1.9127,1.9127
2024-08-25 07:40:49,1.9126,1.9139,1.7821,1.8446,4102730.8,1.8446,1.8446
2024-08-26 07:40:49,1.8476,1.8792,1.6469,1.6677,4644165.7,1.6677,1.6677
2024-08-27 07:40:49,1.6675,1.7312,1.4738,1.505,3088643.4,1.505,1.505
2024-08-28 07:40:49,1.5034,1.5822,1.441,1.5158,4937498.8,1.5158,1.5158
2024-08-29 07:40:49,1.5178,1.5731,1.4689,1.4936,4313241.1,1.4936,1.4936
2024-08-30 07:40:49,1.4909,1.5453,1.4225,1.5232,4902807.9,1.5232,1.5232
2024-08-31 07:40:49,1.525,1.541,1.4658,1.4894,1733202.1,1.4894,1.4894
2024-09-01 07:40:49,1.4886,1.5116,1.3893,1.4014,2962340.0,1.4014,1.4014
2024-09-02 07:40:49,1.3992,1.4934,1.3886,1.4754,5185626.4,1.4754,1.4754
2024-09-03 07:40:49,1.4772,1.5125,1.4017,1.4053,3671746.8,1.4053,1.4053
2024-09-04 07:40:49,1.4054,1.4715,1.3186,1.4242,3921245.3,1.4242,1.4242
2024-09-05 07:40:49,1.4241,1.4389,1.3642,1.3869,4958475.4,1.3869,1.3869
2024-09-06 07:40:49,1.3867,1.4349,1.286,1.3357,6162124.5,1.3357,1.3357
2024-09-07 07:40:49,1.3344,1.3737,1.3179,1.3459,2672363.6,1.3459,1.3459
2024-09-08 07:40:49,1.3451,1.4129,1.3411,1.3954,2509207.0,1.3954,1.3954
2024-09-09 07:40:49,1.3954,1.4929,1.3832,1.461,3993005.1,1.461,1.461
2024-09-10 07:40:49,1.4619,1.4839,1.425,1.4686,2671939.5,1.4686,1.4686
2024-09-11 07:40:49,1.4687,1.4731,1.3614,1.3737,3251234.5,1.3737,1.3737
2024-09-12 07:40:49,1.3747,1.6164,1.3738,1.5399,7299437.9,1.5399,1.5399
2024-09-13 07:40:49,1.5389,1.5436,1.4591,1.519,5280213.9,1.519,1.519
2024-09-14 07:40:49,1.5192,1.5534,1.489,1.5116,1821079.8,1.5116,1.5116
2024-09-15 07:40:49,1.5128,1.5793,1.4559,1.4741,1947689.5,1.4741,1.4741
2024-09-16 07:40:49,1.4699,1.4747,1.3851,1.4135,3450953.1,1.4135,1.4135
