Date,Open,High,Low,Close,Volume,Trades,Price,Adj Close
2023-07-24 05:08:26,2.5691,2.5876,2.0005,2.1657,565923.1,2143,2.1657,2.1657
2023-07-25 05:08:26,2.1575,2.4486,1.9003,2.26,848046.6,4219,2.26,2.26
2023-07-26 05:08:26,2.2469,2.5593,2.1474,2.2503,612882.0,4243,2.2503,2.2503
2023-07-27 05:08:26,2.2503,2.3138,2.0811,2.0964,676762.4,3186,2.0964,2.0964
2023-07-28 05:08:26,2.0637,2.2324,2.0563,2.2197,630914.6,3043,2.2197,2.2197
2023-07-29 05:08:26,2.2151,2.3774,2.1739,2.3459,572839.5,3017,2.3459,2.3459
2023-07-30 05:08:26,2.3411,2.4768,2.2222,2.2896,665330.4,2994,2.2896,2.2896
2023-07-31 05:08:26,2.2875,2.3712,2.2473,2.3164,578571.5,2948,2.3164,2.3164
2023-08-01 05:08:26,2.3219,2.4458,2.2021,2.4263,487904.3,3045,2.4263,2.4263
2023-08-02 05:08:26,2.4346,2.5236,2.3121,2.3599,548656.0,3013,2.3599,2.3599
2023-08-03 05:08:26,2.3568,2.3719,2.2603,2.3239,515575.9,2894,2.3239,2.3239
2023-08-04 05:08:26,2.3236,2.3392,2.1485,2.1727,303413.5,2727,2.1727,2.1727
2023-08-05 05:08:26,2.1758,2.1823,2.098,2.1312,251126.6,2612,2.1312,2.1312
2023-08-06 05:08:26,2.1302,2.1647,2.0137,2.0377,225586.9,2669,2.0377,2.0377
2023-08-07 05:08:26,2.0418,2.1071,2.0186,2.0402,267223.7,2744,2.0402,2.0402
2023-08-08 05:08:26,2.0412,2.0491,1.91,1.9396,319824.3,2679,1.9396,1.9396
2023-08-09 05:08:26,1.9419,1.9626,1.808,1.8331,480813.1,2767,1.8331,1.8331
2023-08-10 05:08:26,1.8333,1.8535,1.6716,1.6795,595536.0,3007,1.6795,1.6795
2023-08-11 05:08:26,1.6795,1.7686,1.657,1.7433,687551.1,3012,1.7433,1.7433
2023-08-12 05:08:26,1.7391,1.8175,1.7227,1.7558,468331.5,2819,1.7558,1.7558
2023-08-13 05:08:26,1.7602,1.8385,1.7602,1.7679,432868.8,2823,1.7679,1.7679
2023-08-14 05:08:26,1.7672,1.8151,1.7448,1.7668,284208.8,2763,1.7668,1.7668
2023-08-15 05:08:26,1.7697,1.7918,1.5815,1.6197,428345.1,2788,1.6197,1.6197
2023-08-16 05:08:26,1.619,1.6316,1.481,1.5225,917372.7,3027,1.5225,1.5225
2023-08-17 05:08:26,1.5217,1.5426,1.1909,1.3675,943995.5,3258,1.3675,1.3675
2023-08-18 05:08:26,1.364,1.5779,1.3226,1.5413,1120352.8,3345,1.5413,1.5413
