Date,Price,Adj Close,Close,High,Low,Open,Volume
2023-07-24 05:01:09,2.1657,2.1657,2.1657,2.5876,2.0005,2.5691,565923.1
2023-07-25 05:01:09,2.26,2.26,2.26,2.4486,1.9003,2.1575,848046.6
2023-07-26 05:01:09,2.2503,2.2503,2.2503,2.5593,2.1474,2.2469,612882.0
2023-07-27 05:01:09,2.0964,2.0964,2.0964,2.3138,2.0811,2.2503,676762.4
2023-07-28 05:01:09,2.2197,2.2197,2.2197,2.2324,2.0563,2.0637,630914.6
2023-07-29 05:01:09,2.3459,2.3459,2.3459,2.3774,2.1739,2.2151,572839.5
2023-07-30 05:01:09,2.2896,2.2896,2.2896,2.4768,2.2222,2.3411,665330.4
2023-07-31 05:01:09,2.3164,2.3164,2.3164,2.3712,2.2473,2.2875,578571.5
2023-08-01 05:01:09,2.4263,2.4263,2.4263,2.4458,2.2021,2.3219,487904.3
2023-08-02 05:01:09,2.3599,2.3599,2.3599,2.5236,2.3121,2.4346,548656.0
2023-08-03 05:01:09,2.3239,2.3239,2.3239,2.3719,2.2603,2.3568,515575.9
2023-08-04 05:01:09,2.1727,2.1727,2.1727,2.3392,2.1485,2.3236,303413.5
2023-08-05 05:01:09,2.1312,2.1312,2.1312,2.1823,2.098,2.1758,251126.6
2023-08-06 05:01:09,2.0377,2.0377,2.0377,2.1647,2.0137,2.1302,225586.9
2023-08-07 05:01:09,2.0402,2.0402,2.0402,2.1071,2.0186,2.0418,267223.7
2023-08-08 05:01:09,1.9396,1.9396,1.9396,2.0491,1.91,2.0412,319824.3
2023-08-09 05:01:09,1.8331,1.8331,1.8331,1.9626,1.808,1.9419,480813.1
2023-08-10 05:01:09,1.6795,1.6795,1.6795,1.8535,1.6716,1.8333,595536.0
2023-08-11 05:01:09,1.7433,1.7433,1.7433,1.7686,1.657,1.6795,687551.1
2023-08-12 05:01:09,1.7558,1.7558,1.7558,1.8175,1.7227,1.7391,468331.5
2023-08-13 05:01:09,1.7679,1.7679,1.7679,1.8385,1.7602,1.7602,432868.8
2023-08-14 05:01:09,1.7668,1.7668,1.7668,1.8151,1.7448,1.7672,284208.8
2023-08-15 05:01:09,1.6197,1.6197,1.6197,1.7918,1.5815,1.7697,428345.1
2023-08-16 05:01:09,1.5225,1.5225,1.5225,1.6316,1.481,1.619,917372.7
2023-08-17 05:01:09,1.3675,1.3675,1.3675,1.5426,1.1909,1.5217,943995.5
2023-08-18 05:01:09,1.5413,1.5413,1.5413,1.5779,1.3226,1.364,1120352.8
2023-08-19 05:01:09,1.479,1.479,1.479,1.5408,1.4479,1.5408,700761.6
2023-08-20 05:01:09,1.4676,1.4676,1.4676,1.5396,1.46,1.4783,596445.7
2023-08-21 05:01:09,1.4748,1.4748,1.4748,1.5275,1.4267,1.4681,499459.6
2023-08-22 05:01:09,1.4316,1.4316,1.4316,1.4971,1.3795,1.4744,405625.6
2023-08-23 05:01:09,1.4063,1.4063,1.4063,1.444,1.3364,1.4373,469548.3
2023-08-24 05:01:09,1.3985,1.3985,1.3985,1.4696,1.3738,1.4101,338277.1
2023-08-25 05:01:09,1.2677,1.2677,1.2677,1.3993,1.2453,1.3993,585028.9
2023-08-26 05:01:09,1.2927,1.2927,1.2927,1.3235,1.2327,1.265,316383.2
2023-08-27 05:01:09,1.3107,1.3107,1.3107,1.312,1.2683,1.2922,170368.4
2023-08-28 05:01:09,1.2079,1.2079,1.2079,1.3225,1.1998,1.3117,296033.2
2023-08-29 05:01:09,1.2976,1.2976,1.2976,1.3852,1.1157,1.2063,351573.5
2023-08-30 05:01:09,1.2225,1.2225,1.2225,1.3271,1.2031,1.3043,587141.7
2023-08-31 05:01:09,1.1348,1.1348,1.1348,1.2583,1.1283,1.2223,473043.8
2023-09-01 05:01:09,1.1243,1.1243,1.1243,1.1439,1.0962,1.1389,468776.6
2023-09-02 05:01:09,1.1336,1.1336,1.1336,1.2077,1.1049,1.1234,585160.3
2023-09-03 05:01:09,1.1298,1.1298,1.1298,1.151,1.101,1.1341,249431.1
2023-09-04 05:01:09,1.0474,1.0474,1.0474,1.1632,1.0348,1.1244,335842.6
2023-09-05 05:01:09,1.0703,1.0703,1.0703,1.0959,1.0192,1.0408,849785.2
2023-09-06 05:01:09,1.2837,1.2837,1.2837,1.3217,1.051,1.0711,897717.0
2023-09-07 05:01:09,1.2282,1.2282,1.2282,1.3804,1.1972,1.2857,1820847.8999999999
2023-09-08 05:01:09,1.1355,1.1355,1.1355,1.2522,1.1114,1.2283,584321.4
2023-09-09 05:01:09,1.168,1.168,1.168,1.1795,1.1198,1.135,585068.5
2023-09-10 05:01:09,1.0915,1.0915,1.0915,1.1802,1.061,1.1664,554623.1
2023-09-11 05:01:09,1.0089,1.0089,1.0089,1.1065,0.99997,1.0906,1184905.3999999999
2023-09-12 05:01:09,1.0093,1.0093,1.0093,1.058,0.97108,1.0093,907511.7
2023-09-13 05:01:09,1.0135,1.0135,1.0135,1.0387,0.97236,1.0088,924256.8
2023-09-14 05:01:09,1.066,1.066,1.066,1.1163,0.99599,1.0149,1251701.0
2023-09-15 05:01:09,1.3259,1.3259,1.3259,1.3722,1.0488,1.0671,2494606.8999999999
2023-09-16 05:01:09,1.5045,1.5045,1.5045,1.6876,1.3127,1.325,2222980.2000000002
2023-09-17 05:01:09,1.2613,1.2613,1.2613,1.5037,1.2226,1.496,1776558.0
2023-09-18 05:01:09,1.3516,1.3516,1.3516,1.4903,1.2338,1.2612,1395218.1000000001
2023-09-19 05:01:09,1.3747,1.3747,1.3747,1.4235,1.3199,1.3483,342155.9
2023-09-20 05:01:09,1.5581,1.5581,1.5581,1.5733,1.3535,1.3736,547013.7
2023-09-21 05:01:09,1.5128,1.5128,1.5128,1.63,1.378,1.5576,1359497.1000000001
2023-09-22 05:01:09,1.6018,1.6018,1.6018,1.6265,1.455,1.5139,469267.6
2023-09-23 05:01:09,1.5075,1.5075,1.5075,1.68,1.4907,1.6047,213394.5
2023-09-24 05:01:09,1.6178,1.6178,1.6178,1.6609,1.4942,1.5033,200839.2
2023-09-25 05:01:09,1.7179,1.7179,1.7179,1.7564,1.5705,1.6234,400993.8
2023-09-26 05:01:09,1.6906,1.6906,1.6906,1.8008,1.634,1.7187,410240.1
2023-09-27 05:01:09,1.7979,1.7979,1.7979,1.8307,1.6742,1.6909,323642.7
2023-09-28 05:01:09,1.7914,1.7914,1.7914,1.8914,1.7756,1.795,386665.6
2023-09-29 05:01:09,1.7283,1.7283,1.7283,1.8481,1.689,1.7901,343501.5
2023-09-30 05:01:09,1.667,1.667,1.667,1.8106,1.6542,1.7283,194546.8
2023-10-01 05:01:09,1.7753,1.7753,1.7753,1.7971,1.6644,1.672,217860.6
2023-10-02 05:01:09,1.6387,1.6387,1.6387,1.7973,1.6144,1.7799,276827.6
2023-10-03 05:01:09,1.5299,1.5299,1.5299,1.6735,1.5208,1.6401,219024.2
2023-10-04 05:01:09,1.5412,1.5412,1.5412,1.558,1.453,1.5347,311708.6
2023-10-05 05:01:09,1.5062,1.5062,1.5062,1.5851,1.4901,1.5413,270004.1
2023-10-06 05:01:09,1.6514,1.6514,1.6514,1.6846,1.5045,1.5086,494977.0
2023-10-07 05:01:09,1.6,1.6,1.6,1.6778,1.5852,1.6552,96078.2
2023-10-08 05:01:09,1.5824,1.5824,1.5824,1.6325,1.5666,1.6032,239840.1
2023-10-09 05:01:09,1.5483,1.5483,1.5483,1.6003,1.4963,1.5829,182874.3
2023-10-10 05:01:09,1.5484,1.5484,1.5484,1.567,1.5089,1.5496,90747.4
2023-10-11 05:01:09,1.6306,1.6306,1.6306,1.6481,1.5296,1.5512,231708.8
2023-10-12 05:01:09,1.4615,1.4615,1.4615,1.6362,1.4484,1.6292,179315.5
2023-10-13 05:01:09,1.4847,1.4847,1.4847,1.5048,1.4273,1.4622,242921.3
2023-10-14 05:01:09,1.4955,1.4955,1.4955,1.5165,1.4618,1.4856,162374.5
2023-10-15 05:01:09,1.529,1.529,1.529,1.5448,1.4741,1.4944,112803.1
2023-10-16 05:01:09,1.6073,1.6073,1.6073,1.6831,1.5089,1.5278,357058.2
2023-10-17 05:01:09,1.6242,1.6242,1.6242,1.668,1.5858,1.6099,590607.9
2023-10-18 05:01:09,1.4537,1.4537,1.4537,1.6401,1.4514,1.6234,316053.2
2023-10-19 05:01:09,1.4508,1.4508,1.4508,1.4926,1.4062,1.4534,336010.4
2023-10-20 05:01:09,1.5165,1.5165,1.5165,1.5689,1.4341,1.4526,195570.8
2023-10-21 05:01:09,1.6067,1.6067,1.6067,1.658,1.4983,1.5194,170613.9
2023-10-22 05:01:09,1.6332,1.6332,1.6332,1.7211,1.5697,1.6082,396633.6
