Date,Open,High,Low,Close,Volume,Trades,Price,Adj Close
2026-02-01 18:22:04,0.17963,0.18097,0.17963,0.18026,30791.0,27,0.18026,0.18026
2026-02-01 18:27:04,0.18014,0.18035,0.18008,0.18013,46628.0,13,0.18013,0.18013
2026-02-01 18:32:04,0.18006,0.18022,0.1798,0.18022,8413.0,10,0.18022,0.18022
2026-02-01 18:37:04,0.17978,0.18002,0.17962,0.17962,19852.0,11,0.17962,0.17962
2026-02-01 18:42:04,0.17953,0.18015,0.17953,0.18015,14574.0,7,0.18015,0.18015
2026-02-01 18:47:04,0.1801,0.18062,0.18003,0.18045,5991.0,11,0.18045,0.18045
2026-02-01 18:52:04,0.18045,0.18045,0.17966,0.17987,2493.0,8,0.17987,0.17987
2026-02-01 18:57:04,0.17998,0.18039,0.17998,0.18018,1863.0,7,0.18018,0.18018
2026-02-01 19:02:04,0.18045,0.18063,0.17999,0.18055,14986.0,11,0.18055,0.18055
2026-02-01 19:07:04,0.18013,0.18013,0.17977,0.17977,16368.0,14,0.17977,0.17977
2026-02-01 19:12:04,0.17992,0.18012,0.17934,0.17935,11700.0,8,0.17935,0.17935
2026-02-01 19:17:04,0.17932,0.17967,0.17908,0.17927,108621.0,29,0.17927,0.17927
2026-02-01 19:22:04,0.1793,0.1793,0.17815,0.17815,81485.0,25,0.17815,0.17815
2026-02-01 19:27:04,0.17829,0.1793,0.17829,0.17896,27040.0,10,0.17896,0.17896
2026-02-01 19:32:04,0.17906,0.18084,0.17781,0.18003,413795.0,70,0.18003,0.18003
2026-02-01 19:37:04,0.17962,0.18143,0.17959,0.18143,120014.0,39,0.18143,0.18143
2026-02-01 19:42:04,0.1813,0.18149,0.17984,0.17984,75446.0,24,0.17984,0.17984
2026-02-01 19:47:04,0.17983,0.18015,0.17955,0.17967,28906.0,10,0.17967,0.17967
2026-02-01 19:52:04,0.1794,0.1794,0.1788,0.17882,6216.0,10,0.17882,0.17882
2026-02-01 19:57:04,0.17862,0.17883,0.17853,0.17853,6849.0,5,0.17853,0.17853
2026-02-01 20:02:04,0.17841,0.17842,0.17693,0.17769,89677.0,46,0.17769,0.17769
2026-02-01 20:07:04,0.17786,0.17786,0.17691,0.17707,27301.0,21,0.17707,0.17707
2026-02-01 20:12:04,0.17719,0.17725,0.17663,0.17693,20462.0,15,0.17693,0.17693
2026-02-01 20:17:04,0.17691,0.1776,0.17691,0.17757,12799.0,10,0.17757,0.17757
2026-02-01 20:22:04,0.17729,0.17729,0.17541,0.17559,57900.0,41,0.17559,0.17559
2026-02-01 20:27:04,0.17536,0.17547,0.16968,0.1738,272742.0,180,0.1738,0.1738
2026-02-01 20:32:04,0.17311,0.17449,0.17311,0.17379,117554.0,74,0.17379,0.17379
2026-02-01 20:37:04,0.17272,0.17379,0.1726,0.17368,54618.0,43,0.17368,0.17368
2026-02-01 20:42:04,0.17307,0.17319,0.17273,0.17303,14733.0,15,0.17303,0.17303
2026-02-01 20:47:04,0.17322,0.17353,0.17143,0.17169,135506.0,66,0.17169,0.17169
2026-02-01 20:52:04,0.17157,0.17362,0.17157,0.17263,42770.0,27,0.17263,0.17263
2026-02-01 20:57:04,0.17183,0.172,0.17166,0.17183,2884.0,8,0.17183,0.17183
2026-02-01 21:02:04,0.17196,0.17231,0.17122,0.17124,6885.0,9,0.17124,0.17124
2026-02-01 21:07:04,0.1713,0.17239,0.17129,0.1717,5829.0,10,0.1717,0.1717
2026-02-01 21:12:04,0.1721,0.17244,0.17179,0.17198,8746.0,12,0.17198,0.17198
2026-02-01 21:17:04,0.17217,0.17317,0.17206,0.17206,32112.0,22,0.17206,0.17206
2026-02-01 21:22:04,0.17246,0.17322,0.17245,0.17322,41269.0,18,0.17322,0.17322
2026-02-01 21:27:04,0.17349,0.17349,0.17308,0.17308,7080.0,10,0.17308,0.17308
2026-02-01 21:32:04,0.1727,0.17288,0.17192,0.17211,60651.0,28,0.17211,0.17211
2026-02-01 21:37:04,0.17184,0.17256,0.1714,0.17216,72168.0,34,0.17216,0.17216
2026-02-01 21:42:04,0.1722,0.17248,0.17181,0.17225,32677.0,9,0.17225,0.17225
2026-02-01 21:47:04,0.17244,0.17256,0.17194,0.17194,29034.0,12,0.17194,0.17194
2026-02-01 21:52:04,0.1716,0.1716,0.16994,0.17084,61433.0,41,0.17084,0.17084
2026-02-01 21:57:04,0.17067,0.17093,0.16583,0.17093,167023.0,96,0.17093,0.17093
2026-02-01 22:02:04,0.17201,0.1737,0.17153,0.17266,81077.0,82,0.17266,0.17266
2026-02-01 22:07:04,0.17301,0.17372,0.1728,0.1728,164130.0,73,0.1728,0.1728
2026-02-01 22:12:04,0.17255,0.17255,0.17193,0.17243,38793.0,24,0.17243,0.17243
2026-02-01 22:17:04,0.17231,0.17395,0.17229,0.17318,35950.0,27,0.17318,0.17318
2026-02-01 22:22:04,0.17345,0.1745,0.17345,0.17382,17645.0,13,0.17382,0.17382
2026-02-01 22:27:04,0.1745,0.17549,0.17443,0.17549,54650.0,39,0.17549,0.17549
2026-02-01 22:32:04,0.17558,0.17645,0.17534,0.17585,51188.0,38,0.17585,0.17585
2026-02-01 22:37:04,0.17575,0.17583,0.17469,0.17469,2073.0,6,0.17469,0.17469
2026-02-01 22:42:04,0.17483,0.17557,0.17483,0.17549,9096.0,12,0.17549,0.17549
2026-02-01 22:47:04,0.17555,0.17578,0.17435,0.17452,15829.0,17,0.17452,0.17452
2026-02-01 22:52:04,0.1744,0.1744,0.17355,0.1737,93092.0,81,0.1737,0.1737
2026-02-01 22:57:04,0.17342,0.17391,0.17312,0.17339,66372.0,49,0.17339,0.17339
2026-02-01 23:02:04,0.1731,0.174,0.1731,0.1737,14259.0,13,0.1737,0.1737
2026-02-01 23:07:04,0.17426,0.17482,0.17411,0.17482,30300.0,15,0.17482,0.17482
2026-02-01 23:12:04,0.17491,0.17504,0.17474,0.17474,8769.0,14,0.17474,0.17474
2026-02-01 23:17:04,0.17493,0.17507,0.17421,0.17437,58504.0,43,0.17437,0.17437
2026-02-01 23:22:04,0.17431,0.17472,0.17425,0.17472,19635.0,20,0.17472,0.17472
2026-02-01 23:27:04,0.17454,0.17454,0.17426,0.1743,30414.0,15,0.1743,0.1743
2026-02-01 23:32:04,0.17431,0.17441,0.17413,0.1742,15171.0,14,0.1742,0.1742
2026-02-01 23:37:04,0.17433,0.17618,0.1741,0.17483,97900.0,54,0.17483,0.17483
2026-02-01 23:42:04,0.17467,0.17471,0.17401,0.17416,73842.0,23,0.17416,0.17416
2026-02-01 23:47:04,0.1739,0.1739,0.17332,0.1734,53596.0,42,0.1734,0.1734
2026-02-01 23:52:04,0.17348,0.17386,0.17294,0.1732,374399.0,325,0.1732,0.1732
2026-02-01 23:57:04,0.1732,0.17426,0.17306,0.17416,319147.0,281,0.17416,0.17416
2026-02-02 00:02:04,0.17417,0.17444,0.17363,0.17381,162126.0,258,0.17381,0.17381
2026-02-02 00:07:04,0.17377,0.17392,0.17359,0.17383,144854.0,228,0.17383,0.17383
2026-02-02 00:12:04,0.17389,0.17482,0.17377,0.17431,292019.0,457,0.17431,0.17431
2026-02-02 00:17:04,0.17432,0.17565,0.1741,0.1741,106128.0,125,0.1741,0.1741
2026-02-02 00:22:04,0.17433,0.17462,0.17427,0.17453,11547.0,16,0.17453,0.17453
2026-02-02 00:27:04,0.17424,0.17424,0.17388,0.1739,3646.0,6,0.1739,0.1739
2026-02-02 00:32:04,0.1741,0.17461,0.1741,0.17425,103903.0,43,0.17425,0.17425
2026-02-02 00:37:04,0.17408,0.17408,0.17357,0.17357,1899.0,9,0.17357,0.17357
2026-02-02 00:42:04,0.17418,0.17559,0.17417,0.17559,37547.0,22,0.17559,0.17559
2026-02-02 00:47:04,0.17544,0.17574,0.17491,0.17574,41560.0,21,0.17574,0.17574
2026-02-02 00:52:04,0.17574,0.17664,0.17574,0.17657,71371.0,30,0.17657,0.17657
2026-02-02 00:57:04,0.1766,0.17687,0.17659,0.17675,16976.0,18,0.17675,0.17675
2026-02-02 01:02:04,0.17678,0.17689,0.17656,0.17673,14587.0,7,0.17673,0.17673
2026-02-02 01:07:04,0.17657,0.17682,0.17657,0.17681,3160.0,5,0.17681,0.17681
2026-02-02 01:12:04,0.17641,0.17648,0.17623,0.17627,2656.0,5,0.17627,0.17627
2026-02-02 01:17:04,0.17647,0.17687,0.17647,0.17663,1742.0,7,0.17663,0.17663
2026-02-02 01:22:04,0.17671,0.17684,0.17652,0.17666,7317.0,8,0.17666,0.17666
2026-02-02 01:27:04,0.17668,0.17691,0.17668,0.17687,6904.0,10,0.17687,0.17687
2026-02-02 01:32:04,0.17672,0.17714,0.17672,0.17703,3644.0,6,0.17703,0.17703
2026-02-02 01:37:04,0.17706,0.17724,0.17672,0.17672,1560.0,4,0.17672,0.17672
2026-02-02 01:42:04,0.17695,0.17707,0.17675,0.17707,2224.0,5,0.17707,0.17707
2026-02-02 01:47:04,0.17743,0.17743,0.17718,0.17737,37842.0,13,0.17737,0.17737
2026-02-02 01:52:04,0.17728,0.17728,0.177,0.177,11255.0,6,0.177,0.177
2026-02-02 01:57:04,0.1771,0.1771,0.17629,0.17644,23791.0,8,0.17644,0.17644
2026-02-02 02:02:04,0.17642,0.17658,0.17627,0.17654,48764.0,36,0.17654,0.17654
2026-02-02 02:07:04,0.17682,0.17698,0.17682,0.17698,1344.0,2,0.17698,0.17698
2026-02-02 02:12:04,0.17714,0.17729,0.17703,0.17703,3827.0,4,0.17703,0.17703
2026-02-02 02:17:04,0.17736,0.17761,0.17731,0.17761,4087.0,14,0.17761,0.17761
2026-02-02 02:22:04,0.17776,0.17804,0.17756,0.17781,27518.0,16,0.17781,0.17781
2026-02-02 02:27:04,0.17789,0.17789,0.17771,0.17787,2134.0,6,0.17787,0.17787
2026-02-02 02:32:04,0.17787,0.17907,0.17787,0.17907,26387.0,14,0.17907,0.17907
2026-02-02 02:37:04,0.17922,0.18169,0.17908,0.18169,80901.0,34,0.18169,0.18169
2026-02-02 02:42:04,0.18164,0.18177,0.18055,0.18091,2626.0,7,0.18091,0.18091
2026-02-02 02:47:04,0.18056,0.18056,0.17999,0.18047,82196.0,28,0.18047,0.18047
2026-02-02 02:52:04,0.18074,0.18081,0.17973,0.17976,162342.0,68,0.17976,0.17976
2026-02-02 02:57:04,0.1797,0.1801,0.17969,0.18003,58848.0,21,0.18003,0.18003
2026-02-02 03:02:04,0.18003,0.18017,0.17974,0.18017,46572.0,18,0.18017,0.18017
2026-02-02 03:07:04,0.17992,0.18103,0.17992,0.18089,12008.0,10,0.18089,0.18089
2026-02-02 03:12:04,0.18073,0.18076,0.18069,0.18069,544.0,5,0.18069,0.18069
2026-02-02 03:17:04,0.18075,0.18139,0.18039,0.18135,358201.0,79,0.18135,0.18135
2026-02-02 03:22:04,0.1813,0.1813,0.18078,0.18106,23463.0,15,0.18106,0.18106
2026-02-02 03:27:04,0.18102,0.18142,0.18071,0.18142,34475.0,21,0.18142,0.18142
2026-02-02 03:32:04,0.18163,0.18163,0.18109,0.1815,79764.0,34,0.1815,0.1815
2026-02-02 03:37:04,0.18139,0.18155,0.18111,0.18116,19483.0,16,0.18116,0.18116
2026-02-02 03:42:04,0.18123,0.18183,0.18119,0.18122,22226.0,15,0.18122,0.18122
2026-02-02 03:47:04,0.18133,0.18143,0.1805,0.1805,16976.0,10,0.1805,0.1805
2026-02-02 03:52:04,0.18068,0.18068,0.1801,0.18013,12003.0,9,0.18013,0.18013
2026-02-02 03:57:04,0.18,0.18019,0.17998,0.18011,1879.0,7,0.18011,0.18011
2026-02-02 04:02:04,0.18014,0.18043,0.18012,0.18043,10896.0,9,0.18043,0.18043
2026-02-02 04:07:04,0.18052,0.18096,0.18051,0.18073,73078.0,21,0.18073,0.18073
2026-02-02 04:12:04,0.18093,0.18093,0.18059,0.18059,2783.0,6,0.18059,0.18059
2026-02-02 04:17:04,0.18066,0.1808,0.18013,0.18014,60581.0,18,0.18014,0.18014
2026-02-02 04:22:04,0.17999,0.17999,0.17943,0.17943,28718.0,15,0.17943,0.17943
2026-02-02 04:27:04,0.17941,0.17962,0.17933,0.17952,24609.0,16,0.17952,0.17952
2026-02-02 04:32:04,0.17955,0.17955,0.17873,0.17884,7839.0,11,0.17884,0.17884
2026-02-02 04:37:04,0.17886,0.17937,0.17886,0.17937,7799.0,6,0.17937,0.17937
2026-02-02 04:42:04,0.1793,0.18027,0.1793,0.18024,5799.0,7,0.18024,0.18024
2026-02-02 04:47:04,0.1803,0.18039,0.1801,0.18027,54531.0,17,0.18027,0.18027
