Date,Price,Adj Close,Close,High,Low,Open,Volume
2025-07-09 20:16:09,0.87227,0.87227,0.87227,0.8734,0.86894,0.86907,39374.7
2025-07-09 20:31:09,0.87008,0.87008,0.87008,0.87285,0.86946,0.87193,5133.3
2025-07-09 20:46:09,0.87244,0.87244,0.87244,0.87259,0.87019,0.8711,14814.8
2025-07-09 21:01:09,0.87721,0.87721,0.87721,0.87807,0.87239,0.87239,39723.6
2025-07-09 21:16:09,0.87914,0.87914,0.87914,0.88081,0.87579,0.87743,27214.8
2025-07-09 21:31:09,0.87735,0.87735,0.87735,0.88018,0.87559,0.87821,204787.3
2025-07-09 21:46:09,0.87753,0.87753,0.87753,0.88106,0.87649,0.87775,106140.2
2025-07-09 22:01:09,0.87612,0.87612,0.87612,0.8785,0.87609,0.87828,65956.0
2025-07-09 22:16:09,0.87064,0.87064,0.87064,0.87567,0.87027,0.87567,144204.7
2025-07-09 22:31:09,0.87277,0.87277,0.87277,0.87363,0.8692,0.87,122442.0
2025-07-09 22:46:09,0.87342,0.87342,0.87342,0.87425,0.87068,0.87242,104255.7
2025-07-09 23:01:09,0.885,0.885,0.885,0.8858,0.87313,0.8736,144215.5
2025-07-09 23:16:09,0.88653,0.88653,0.88653,0.88831,0.88345,0.88573,43644.8
2025-07-09 23:31:09,0.88435,0.88435,0.88435,0.88754,0.88346,0.88619,78523.4
2025-07-09 23:46:09,0.88413,0.88413,0.88413,0.88576,0.88338,0.88346,61637.7
2025-07-10 00:01:09,0.88531,0.88531,0.88531,0.88531,0.88385,0.88397,48020.4
2025-07-10 00:16:09,0.896,0.896,0.896,0.896,0.88552,0.88552,190735.4
2025-07-10 00:31:09,0.90175,0.90175,0.90175,0.90463,0.89543,0.89662,878023.8
2025-07-10 00:46:09,0.90909,0.90909,0.90909,0.91272,0.90162,0.90255,346750.6
2025-07-10 01:01:09,0.90548,0.90548,0.90548,0.91488,0.90259,0.90948,918778.9
2025-07-10 01:16:09,0.89995,0.89995,0.89995,0.90919,0.89699,0.90527,481566.2
2025-07-10 01:31:09,0.90472,0.90472,0.90472,0.90897,0.8965,0.89904,436310.0
2025-07-10 01:46:09,0.90671,0.90671,0.90671,0.90716,0.90311,0.90511,78455.5
2025-07-10 02:01:09,0.91605,0.91605,0.91605,0.91629,0.90467,0.90673,542430.6
2025-07-10 02:16:09,0.91932,0.91932,0.91932,0.91932,0.91247,0.91582,182747.8
