Date,Price,Adj Close,Close,High,Low,Open,Volume
2020-09-21 05:01:09,0.2308,0.2308,0.2308,0.2481,0.229,0.2466,0.0
2020-09-22 05:01:09,0.2329,0.2329,0.2329,0.2345,0.2291,0.2309,0.0
2020-09-23 05:01:09,0.2214,0.2214,0.2214,0.235,0.2201,0.2329,0.0
2020-09-24 05:01:09,0.2326,0.2326,0.2326,0.2338,0.2192,0.2215,0.0
2020-09-25 05:01:09,0.2415,0.2415,0.2415,0.2447,0.2294,0.2326,0.0
2020-09-26 05:01:09,0.2414,0.2414,0.2414,0.2457,0.2374,0.2415,0.0
2020-09-27 05:01:09,0.2435,0.2435,0.2435,0.2446,0.2373,0.2414,0.0
2020-09-28 05:01:09,0.2412,0.2412,0.2412,0.2486,0.2393,0.2435,0.0
2020-09-29 05:01:09,0.2428,0.2428,0.2428,0.2467,0.2384,0.2412,0.0
2020-09-30 05:01:09,0.2416,0.2416,0.2416,0.2429,0.2374,0.2428,0.0
2020-10-01 05:01:09,0.2382,0.2382,0.2382,0.2446,0.2336,0.2417,0.0
2020-10-02 05:01:09,0.2338,0.2338,0.2338,0.2394,0.2281,0.2382,0.0
2020-10-03 05:01:09,0.2327,0.2327,0.2327,0.2351,0.2324,0.2338,0.0
2020-10-04 05:01:09,0.2481,0.2481,0.2481,0.2503,0.2314,0.2327,0.0
2020-10-05 05:01:09,0.2503,0.2503,0.2503,0.2545,0.2462,0.248,0.0
2020-10-06 05:01:09,0.2454,0.2454,0.2454,0.2594,0.2399,0.2503,0.0
2020-10-07 05:01:09,0.2486,0.2486,0.2486,0.2514,0.2405,0.2455,0.0
2020-10-08 05:01:09,0.2515,0.2515,0.2515,0.253,0.242,0.2486,0.0
2020-10-09 05:01:09,0.253,0.253,0.253,0.2568,0.2496,0.2514,0.0
2020-10-10 05:01:09,0.2541,0.2541,0.2541,0.2606,0.2525,0.253,0.0
2020-10-11 05:01:09,0.2554,0.2554,0.2554,0.2587,0.2533,0.2541,0.0
2020-10-12 05:01:09,0.2561,0.2561,0.2561,0.2584,0.2487,0.2555,0.0
2020-10-13 05:01:09,0.2567,0.2567,0.2567,0.2604,0.2527,0.2562,0.0
2020-10-14 05:01:09,0.2492,0.2492,0.2492,0.2586,0.246,0.2567,0.0
2020-10-15 05:01:09,0.246,0.246,0.246,0.2503,0.2429,0.2492,0.0
2020-10-16 05:01:09,0.2403,0.2403,0.2403,0.248,0.2373,0.2459,0.0
2020-10-17 05:01:09,0.2408,0.2408,0.2408,0.2434,0.2386,0.2402,0.0
2020-10-18 05:01:09,0.2422,0.2422,0.2422,0.2437,0.2401,0.2407,0.0
2020-10-19 05:01:09,0.2457,0.2457,0.2457,0.2497,0.2401,0.2422,0.0
2020-10-20 05:01:09,0.2434,0.2434,0.2434,0.2507,0.2413,0.2457,0.0
2020-10-21 05:01:09,0.2511,0.2511,0.2511,0.2558,0.2427,0.2434,0.0
2020-10-22 05:01:09,0.2572,0.2572,0.2572,0.2641,0.2,0.2512,0.0
2020-10-23 05:01:09,0.2552,0.2552,0.2552,0.2596,0.2501,0.2572,0.0
2020-10-24 05:01:09,0.2564,0.2564,0.2564,0.2579,0.2527,0.2552,0.0
2020-10-25 05:01:09,0.2534,0.2534,0.2534,0.2573,0.2507,0.2564,0.0
2020-10-26 05:01:09,0.2481,0.2481,0.2481,0.2594,0.2433,0.2534,0.0
